Seccion;Titulos;Copete;URLS
Mundo;Edmundo González Urrutia considera a Lula un líder fundamental en la región;El candidato presidencial de la principal coalición opositora de Venezuela valoró su defensa de unas elecciones libres y justas el próximo 28 de julio;https://www.infobae.com/america/mundo/2024/05/15/la-muerte-blanca-quien-era-el-francotirador-finlandes-que-mato-a-700-soldados-sovieticos-en-4-meses/
Mundo;Venezuela perdió su último glaciar con la desaparición de La Corona;Los científicos advirtieron que el calentamiento global podría eliminar todos los glaciares del norte de los Andes para 2050;https://www.infobae.com/cultura/2024/05/15/el-passinho-la-danza-brasilena-creada-por-los-jovenes-de-las-favelas-declarada-patrimonio-cultural/
Mundo;¿Debo tomar un suplemento de hierro? Esto es lo que dice la ciencia;La fatiga crónica puede ser un signo de deficiencia de un mineral esencial, revelan estudios recientes que sugieren una solución sencilla y eficaz para mejorar el bienestar general;https://www.infobae.com/entretenimiento/2024/05/15/sophie-turner-llamo-heroina-a-taylor-swift-por-su-apoyo-durante-el-divorcio-con-joe-jonas/
Mundo;Los crudos detalles que reveló en su denuncia la madre del conscripto chileno muerto durante una brutal instrucción militar;En el relato se mencionan situaciones extremas como el lanzamiento de bombas lacrimógenas a la cara, humillaciones y tratos degradantes. La Fiscalía ya informó que pedirán una segunda autopsia;https://www.infobae.com/salud/2024/05/15/cuales-son-los-8-factores-que-pueden-afectar-a-la-memoria-y-aumentar-el-riesgo-de-alzheimer/
Mundo;La Justicia de Guatemala le otorgó la libertad provisional al periodista José Rubén Zamora;El fundador del extinto diario El Periódico está preso desde julio de 202, tras denunciar corrupción en el gobierno del entonces presidente Alejandro Giammattei;https://www.infobae.com/salud/2024/05/15/cuales-son-los-8-factores-que-pueden-afectar-a-la-memoria-y-aumentar-el-riesgo-de-alzheimer/
Mundo;El contenido antisemita en redes sociales se triplicó en el último año;El Observatorio Web difundió su nuevo informe en el que estudió millones de posteos en plataformas como Facebook, X, Youtube y Google, y alertó por el aumento de los mensajes de odio;https://www.infobae.com/wapo/2024/05/15/debo-tomar-un-suplemento-de-hierro-esto-es-lo-que-dice-la-ciencia/
Mundo;El Interamerican Institute for Democracy presenta el foro “¿Qué podemos hacer por el pueblo de Cuba? II Parte”;El evento, que reúne a expertos y figuras influyentes en el tema, explorará las formas en que se puede ayudar a los habitantes de la isla, sometidos al régimen de Miguel Díaz-Canel;https://www.infobae.com/tecno/2024/05/15/que-pasa-si-le-pongo-agua-a-la-freidora-de-aire/
Mundo;Una ciudad entera de California está a la venta por 6,6 millones de dólares;Por un precio que desafía al mercado inmobiliario estadounidense, el nuevo dueño de esta localidad puede remodelar la comunidad conservando su encanto histórico;https://www.infobae.com/tecno/2024/05/15/whatsapp-delincuentes-pueden-robar-tu-cuenta-usando-tu-numero-telefonico/
Mundo;El Ministerio de Ambiente de Uruguay aplicó su multa más alta al sindicalista argentino Marcelo Balcedo;El dirigente del Soeme tenía en El Gran Chaparral 12 tajamares sin regularizar que captaban aguas públicas y fue sancionado por unos USD 337.000;https://www.infobae.com/tecno/2024/05/15/minecraft-celebra-15-anos-con-promociones-para-playstation-nintendo-switch-y-mas-consolas/
Mundo;Israel aprovecha la crisis en Gaza para disparar la colonización de Cisjordania;El Gobierno declara estatales un número de hectáreas sin parangón desde los años noventa y legaliza por la puerta trasera más de 60 colonias;https://elpais.com/https://elpais.com/internacional/2024-05-15/israel-aprovecha-la-crisis-en-gaza-para-disparar-la-colonizacion-de-cisjordania.html
Mundo;Zelenski cancela su visita a España y Portugal por la ofensiva en el norte de Ucrania;El presidente ucranio tenía previsto mantener un encuentro con Felipe VI y suscribir un acuerdo en materia de seguridad con Sánchez;https://elpais.com/https://elpais.com/espana/2024-05-14/zelenski-cancela-su-visita-a-espana-y-portugal-por-la-ofensiva-rusa-en-el-norte-de-ucrania.html
Mundo;Antonio Maíllo: “La estabilidad del Gobierno es sagrada”;El vencedor de las primarias de IU tiende la mano a Sira Rego para integrarla en la próxima ejecutiva;https://elpais.com/https://elpais.com/espana/2024-05-15/antonio-maillo-la-estabilidad-del-gobierno-es-sagrada.html
Mundo;Las grandes empresas alemanas se movilizan para frenar el voto ultra en las elecciones europeas;Una alianza de 30 grandes consorcios alerta contra la subida de las formaciones extremistas y racistas. “Ponen en peligro la prosperidad”, advierte Siemens;https://elpais.com/https://elpais.com/internacional/elecciones-europeas/2024-05-15/las-grandes-empresas-alemanas-se-movilizan-para-frenar-el-voto-ultra-en-las-elecciones-europeas.html
Mundo;Conchita y ocho vecinos de Santander ganan el pulso contra un gran inversor en pisos turísticos: “De aquí no nos vamos”;Los futuros propietarios de un céntrico edificio reculan en sus intenciones tras la oposición vecinal;https://elpais.com/https://elpais.com/espana/2024-05-15/conchita-y-los-ocho-vecinos-de-santander-ganan-el-pulso-contra-un-gran-inversor-en-pisos-turisticos-de-aqui-no-nos-vamos.html
Mundo;Momento clave. Zelensky cancela sus viajes y crece la alarma por el avance ruso en el nuevo frente;"El presidente ucraniano se quedará en el país en medio de la compleja situación en la zona de Kharkiv; Putin celebró los avances de sus fuerzas “en todos los frentes”";https://www.lanacion.com.ar/el-mundo/guerra-en-ucrania-zelensky-cancela-sus-viajes-y-repliega-tropas-ante-el-avance-ruso-en-el-nuevo-nid15052024/
Mundo;Sheinbaum, entre multitudes: “Tengo el reconocimiento del pueblo mexicano”;EL PAÍS acompaña a la candidata presidencial del oficialismo en un día de campaña por el Estado de México, a menos de tres semanas de los comicios;https://elpais.com/mexico/elecciones-mexicanas/2024-05-18/el-fenomeno-sheinbaum-avanza-entre-abrazos-y-palomillas.html
Mundo;Salomé Zurabishvili, presidenta de Georgia: “El único peligro de guerra para nosotros es dejarnos solos cara a cara ante Rusia”;La jefa de Estado se prepara para vetar una ley inspirada en el Kremlin;https://elpais.com/internacional/2024-05-18/salome-zurabishvili-presidenta-de-georgia-el-unico-peligro-de-guerra-para-nosotros-es-dejarnos-solos-cara-a-cara-ante-rusia.html
Mundo;Venezuela le corta la electricidad a las granjas de bitcoin en medio de constantes apagones;El país está repleto de minas de monedas virtuales que consumen una gran cantidad de energía de un sistema eléctrico muy deficitario;https://elpais.com/america/2024-05-18/venezuela-le-corta-la-electricidad-a-las-granjas-de-bitcoin-en-medio-de-constantes-apagones.html
Mundo;Milei vende en Madrid sus recetas ultraliberales: “La justicia social es aberrante”;El presidente argentino llama a las derechas a unirse frente al “enemigo” socialista, “oscuro, satánico, espantoso y atroz”;https://elpais.com/espana/2024-05-17/milei-vende-en-madrid-sus-recetas-ultraliberales-la-justicia-social-es-aberrante.html?autoplay=1
Mundo;Buenos Aires también es afro: un ‘tour’ desentierra las raíces ocultas de la ciudad;El recorrido guiado descubre a los visitantes una parte invisibilizada de la historia de Argentina, donde hoy viven más de 300.000 afrodescendientes;https://elpais.com/america-futura/
Mundo;El hombre más rico de Colombia lanza dardos contra la tasa de usura, el corsé del sector financiero;David Vélez, fundador de Nubank, asegura que el tope oficial a los créditos bancarios limita el crecimiento;https://elpais.com/america-colombia/2024-05-18/el-hombre-mas-rico-de-colombia-lanza-dardos-contra-la-tasa-de-usura-el-corse-del-sector-financiero.html
Mundo;El desafío de las universidades en Colombia: enfrentar el sueño de los estudiantes de ser ‘influencers’;Carreras cortas, enfoques digitales y la obtención rápida de remuneración económica son los nuevos intereses de los potenciales estudiantes;https://elpais.com/america-colombia/2024-05-18/el-desafio-de-las-universidades-en-colombia-enfrentar-el-sueno-de-los-estudiantes-de-ser-influencers.html
Mundo;Felipe y Letizia: dos décadas de matrimonio entre la renovación y la crisis permanente;Los Reyes celebran el 22 de mayo el 20º aniversario de su boda, que dio paso a una historia común marcada por los escándalos de la familia Borbón y el debate sobre el futuro de la monarquía;https://elpais.com/espana/2024-05-17/felipe-y-letizia-dos-decadas-de-matrimonio-entre-la-renovacion-y-la-crisis-permanente.html?autoplay=1
Mundo;Putin seeks to deepen trade ties with Beijing in China’s ‘little Moscow’;After meeting with Xi Jinping, the Russian president traveled to a province bordering Russia on the second day of his official visit to China;https://english.elpais.com/international/2024-05-17/putin-seeks-to-deepen-trade-ties-with-beijing-in-chinas-little-moscow.html
Mundo;Los españoles asesinados en Afganistan fueron tiroteados en un bazar;"Albares relata que un individuo salió de un coche y comenzó a disparar ""muy claramente"" contra los turistas extranjeros que estaban comprando en un bazar";https://www.larazon.es/https://www.larazon.es/internacional/talibanes-dicen-que-estan-investigando-ataque-murieron-tres-turistas-espanoles_20240518664862fd2241060001d09d6c.html
Mundo;La guerra de los Rose, versión Moncloa;"La relación entre Pedro Sánchez y su vicepresidenta y líder de Sumar, Yolanda Díaz, está agotada, después de haber sido un ""matrimonio"" muy bien avenido: no hay confianza, no hay comunicación ni lealtad mutua. La crisis por el barco con armas ha sido la punta del iceberg.";https://www.larazon.es/https://www.larazon.es/espana/guerra-rose-version-moncloa_20240518664875a52dc8ee000186cdac.html
Mundo;"Pedro Sánchez celebra la victoria de Illa: ""Teníamos razón, Cataluña quiere a España""";El presidente del Gobierno celebra un acto para impulsar a Teresa Ribera para el 9J y para reconocer a Salvador Illa de cara a las negociaciones con ERC;https://www.larazon.es/https://www.larazon.es/espana/pedro-sanchez-celebra-victoria-illa-teniamos-razon-cataluna-quiere-espana_2024051866489ad82dc8ee0001871a48.html
Mundo;Javier Milei explica por qué la justicia social es injusta;"Reproducimos un extracto del capítulo V de ""El camino del libertario"", en el que el mandatario argentino avisa de que las políticas redistributivas «representan una seria amenaza para la libertad»";https://www.larazon.es/https://www.larazon.es/internacional/justicia-social-injusta_202405186648532ebb923a00010d9ff3.html
Mundo;Un misil alcanza a un petrolero frente a las costas de Yemen;Los hutíes han llevado a cabo decenas de ataques con drones y misiles contra buques en el Mar Rojo y el Golfo de Adén desde noviembre;https://www.larazon.es/https://www.larazon.es/internacional/misil-alcanza-petrolero-frente-costas-yemen_2024051866486ea8bb923a00010dcf3d.html
Mundo;Esta es la pequeña, pero impresionante, ciudad con más iglesias románicas de España;Solo su casco histórico cuenta con 14 espectaculares templos de estas características;https://www.larazon.es/https://www.larazon.es/castilla-y-leon/esta-pequena-pero-impresionante-ciudad-mas-iglesias-romanicas-espana_20240518664852922241060001d083bf.html
Mundo;Los argumentos del Gobierno de Ayuso ante las críticas por el descenso de camas en hospitales;De las 550.000 altas de los hospitales de la Comunidad de Madrid en 2023, casi 11.000 se realizaron en el ámbito de la hospitalización a domicilio;https://www.larazon.es/https://www.larazon.es/madrid/argumentos-gobierno-ayuso-criticas-descenso-camas-hospitales_2024051866488c712dc8ee000186feff.html
Mundo;Inundaciones en Brasil: el costo para reconstruir Rio Grande do Sul sería mucho mayor de lo que se pensaba;Las fuertes lluvias caídas desde finales de abril provocaron inundaciones récord en Rio Grande do Sul, con más de 100 desaparecidos y 154 muertos.;https://elintransigente.com/2024/05/inundaciones-en-brasil-el-costo-para-reconstruir-rio-grande-do-sul-seria-mucho-mayor-de-lo-que-se-pensaba/
Mundo;EEUU: Biden y Trump tendrán dos debates presidenciales antes de las elecciones;En junio y septiembre;https://www.c5n.com/mundo/estados-unidos-joe-biden-y-donald-trump-tendran-dos-debates-presidenciales-antes-las-elecciones-n158243
Mundo;Vladimir Putin llegó a China en busca de apoyo en plena guerra con Ucrania;Gira por Asia;https://www.c5n.com/mundo/vladimir-putin-llego-china-busca-apoyo-plena-guerra-ucrania-n158285
Mundo;Eslovaquia: ¿qué se sabe del presunto autor del atentado contra el primer ministro Robert Fico?;Intento de magnicidio;https://www.c5n.com/mundo/eslovaquia-que-se-sabe-del-presunto-autor-del-atentado-contra-el-primer-ministro-robert-fico-n158263
Mundo;Atentado contra el primer ministro de Eslovaquia: sufrió cuatro disparos;Violencia política Robert Fico fue baleado en el abdomen en Handlova, a unos 150 kilómetros al noreste de la capital, Bratislava. El sospechoso del ataque fue detenido.;https://www.c5n.com/mundo/atentado-contra-el-primer-ministro-eslovaquia-sufrio-cuatro-disparos-n158195
Mundo;Video: un legislador taiwanés se robó un proyecto en plena sesión y salió corriendo;El presidente electo no tendrá mayoría en el Parlamento a partir de su asunción.;https://www.lagaceta.com.ar/nota/1035451/mundo/video-legislador-taiwanes-se-robo-proyecto-plena-sesion-salio-corriendo.html
Mundo;El Papa se abrazó a un israelí y un palestino en Verona y dijo que la guerra “es una derrota para todos”;"Francisco hizo un fuerte llamado por la paz en un anfiteatro construido en el año '30, inspirado en el Coliseo de Roma. ""La paz no será nunca fruto de la desconfianza de los muro, de las armas apuntada los hunos contra lo otros"", sostuvo.Papa Francisco Israel Palestina Franja de Gaza";https://www.clarin.com//mundo/papa-abrazo-israeli-palestino-verona-dijo-guerra-derrota_0_4b37TMO1Pk.html
Nacionales;El próximo 26 de mayo se realizará “la cacería del zorro” en San Lorenzo;Se trata de una\xa0competencia hípica tradicional que\xa0consiste en quitarle\xa0a una persona\xa0un pañuelo\xa0que hace alarde de astucia y rapidez, propias del animal del que lleva nombre el evento. El encuentro se iba a realizar este fin de semana pero se suspendió para el 26.;https://www.eltribuno.com/municipios/2024-5-14-16-56-0-el-proximo-26-de-mayo-se-realizara-la-caceria-del-zorro-en-san-lorenzo
Nacionales;General Mosconi: La devoción a la Virgen de Fátima;Una advocación mariana con fuerte raigambre en la zona.;https://www.eltribuno.com/municipios/2024-5-14-0-0-0-general-mosconi-la-devocion-a-la-virgen-de-fatima
Nacionales;Le escanean el ojo a los jóvenes a cambio de criptomonedas en Vaqueros: qué dice el municipio;"Una multitud se convoca\xa0en un local\xa0en la localidad para formar parte de una\xa0actividad que desarrolla una empresa digital. ""La Municipalidad solo habilitó el lugar"", explicó el intendente Moreno.";https://www.eltribuno.com/municipios/2024-5-12-21-48-0-le-escanean-el-ojo-a-los-jovenes-a-cambio-de-criptomonedas-en-vaqueros-que-dice-el-municipio
Nacionales;Mosconi: Esta noche inician las festividades en honor a la Virgen de Fátima;Las actividades incluyen la celebración religiosa, competencia deportiva y festival de artistas.;https://www.eltribuno.com/municipios/2024-5-12-0-0-0-mosconi-esta-noche-inician-las-festividades-en-honor-a-la-virgen-de-fatima
Nacionales;Rosario de la Frontera: Organizan una feria regional de comida con charqui;Convocan a una reunión el lunes 13 a feriantes interesados.;https://www.eltribuno.com/municipios/2024-5-12-0-0-0-rosario-de-la-frontera-organizan-una-feria-regional-de-comida-con-charqui
Nacionales;General Mosconi: La devoción a la Virgen de Fátima;Una advocación mariana con fuerte raigambre en la zona.;https://www.eltribuno.com//municipios/2024-5-14-0-0-0-general-mosconi-la-devocion-a-la-virgen-de-fatima
Nacionales;Campo Santo: El ingenio San Isidro estima triplicar su producción en esta Zafra 2024;Diego Ruiz, presidente del grupo empresario del ingenio, adelantó que se espera una molienda de 700 toneladas por hectárea en esta séptima Zafra.;https://www.eltribuno.com/municipios/2024-5-17-0-0-0-campo-santo-el-ingenio-san-isidro-estima-triplicar-su-produccion-en-esta-zafra-2024
Nacionales;El dólar blue subió otros 30 pesos y alcanzó los $1.100;Tras otra baja de la tasa de interés, la divisa marginal estuvo demandada y acumula una suba de 60 pesos en tres días.;https://www.eltribuno.com/nacionales/2024-5-15-17-1-0-el-dolar-blue-subio-otros-30-pesos-y-alcanzo-los-1-100
Nacionales;Informan cuánto cobran Javier Milei, Victoria Villarruel y los ministros;Lo informó el jefe de Gabinete, Nicolás Posse, en el informe 139 de gestión, donde respondió 1.286 preguntas a los senadores. La información fue brindada a partir de una pregunta del senador radical Pablo Blanco.;https://www.eltribuno.com/nacionales/2024-5-15-14-23-0-cuanto-cobran-javier-milei-y-sus-ministros
Nacionales;Hot Sale 2024: hasta cuándo se extiende el evento;El evento online termina mañana, pero se espera que algunas empresas extiendan las promociones por algunos días más.;https://www.eltribuno.com/nacionales/2024-5-15-12-14-0-hot-sale-2024-hasta-cuando-se-extiende-el-evento
Nacionales;"Ginés González García aseguró que los involucrados en el Vacunatorio VIP ""tenían justificación"" para ser inmunizados";El exministro de Salud ratificó la gestión del inicio de la inmunización contra el coronavirus y lamentó que el entonces presidente Alberto Fernández no hubiera creído en él.;https://www.eltribuno.com/nacionales/2024-5-15-12-13-0-gines-gonzalez-garcia-aseguro-que-los-involucrados-en-el-vacunatorio-vip-tenian-justificacion-para-ser-inmunizados
Nacionales;Las universidades recibirán más plata pero no dan cifras;El Gobierno confirmó que enviará más partidas a los rectores, pero no dijo cuánto. Este mes tendrán una suba del 70% para gastos de funcionamiento.;https://www.eltribuno.com/nacionales/2024-5-15-0-0-0-las-universidades-recibiran-mas-plata-pero-no-dan-cifras
Nacionales;VIDEO. La insólita explicación de los padres del bebé que gateó solo por la calle en Córdoba;Las autoridades confirmaron que el menor estaba en buen estado de salud.;https://www.eltribuno.com/nacionales/2024-5-15-11-52-0-video-la-insolita-explicacion-de-los-padres-del-bebe-que-gateo-solo-por-la-calle-en-cordoba
Otras;El debate | ¿Consumir menos agua o mejorar las infraestructuras? ¿Cuál es la solución para la sequía?;El cambio climático está agravando los problemas endémicos de falta de agua en España. Es necesario tomar medidas que garanticen el suministro. Lea dos visiones enfrentadas;https://elpais.com/https://elpais.com/opinion/2024-05-15/el-debate-consumir-menos-agua-o-mejorar-las-infraestructuras-cual-es-la-solucion-para-la-sequia.html
Otras;La más colosal de las mentiras;El proyecto de un canal interoceánico en Nicaragua nunca pasó de ser un enorme embuste;https://elpais.com/opinion/2024-05-18/la-mas-colosal-de-las-mentiras.html
Otras;En la montaña;Permanecí en esa cueva hasta que pude aniquilar la pregunta que me había llevado hasta allí: cómo hubiera sido esa otra vida;https://elpais.com/opinion/2024-05-18/en-la-montana.html
Otras;Cuando un robot resuelva el enigma del cerebro humano;Cómo demonios funciona esa capa finísima de células, arrugada y antiestética, que nos permite percibir, sentir, abstraer, razonar, planear y crear;https://elpais.com/opinion/2024-05-18/cuando-un-robot-resuelva-el-enigma-del-cerebro-humano.html
Politica;"Javier Milei no descartó que la firma del Pacto de Mayo se pase para ""junio o julio""";El ministro Francos también habló del tema y deslizó que podrían esperar a que primero se concrete la sanción de la Ley Bases.;https://www.eltribuno.com/nacionales/2024-5-14-16-17-0-milei-no-descarto-que-el-pacto-de-mayo-al-final-pase-a-junio-o-julio
Otras;Mira Sidawi, cineasta: “Hay muchas formas de ser palestino, pero todas son complicadas”;La artista, nacida en un campo de refugiados de Líbano, describe el miedo y el trauma que la guerra en Gaza crea entre la diáspora;https://elpais.com/https://elpais.com/planeta-futuro/2024-05-15/mira-sidawi-cineasta-hay-muchas-formas-de-ser-palestino-pero-todas-son-complicadas-hoy-mas-que-nunca.html
Policiales;Insólito caso de violencia de género: una mamá pasó de víctima al banquillo de los acusados;Le armaron una causa, que ya tiene juez, con partes de las pruebas que ella aportó en contra de su expareja.\xa0La causa contra su exmarido está por prescribir y quedará absuelto, sin restricción perimetral ni tobillera .;https://www.eltribuno.com/policiales/2024-5-15-0-53-0-insolito-caso-de-violencia-de-genero-una-mama-paso-de-victima-al-banquillo-de-los-acusados
Policiales;Rescataron en el Paraje Negra Muerta a un turista holandés;Pasada las 17\xa0de ayer se logró ubicar al turista de 32 años quien fue asistido por presentar un cuadro de arritmia cardíaca.;https://www.eltribuno.com/policiales/2024-5-14-18-35-0-rescataron-en-el-paraje-negra-muerta-a-un-turista-holandes
Policiales;Imputan en Tartagal y dictan prisión preventiva a un camionero que transportaba 431 kilos de cocaína;El aviso dado por una automovilista, quien creyó que el conductor estaba ebrio, activó un procedimiento que dejó al descubierto el tráfico el tóxico. Los nervios del conductor y el fuerte olor a pintura en el sector de la caja que da con la cabina, hicieron el resto.;https://www.eltribuno.com/policiales/2024-5-15-8-32-0-salta-imputan-y-dictan-prision-preventiva-de-un-camionero-que-transportaba-431-kilos-de-cocaina
Policiales;Alquiló un inmueble y se negó a entregarlo: lo condenaron por usurpación de propiedad;En un procedimiento abreviado realizado en la Sala VII del Tribunal de Juicio, un hombre\xa0de 54 años fue condenado a la pena de ocho meses de prisión condicional por resultar autor del delito de usurpación de propiedad por abuso de confianza.;https://www.eltribuno.com/policiales/2024-5-15-13-44-0-alquilo-un-inmueble-y-se-nego-a-entregarlo-lo-condenaron-por-usurpacion-de-propiedad
Policiales;La Policía recuperó un automóvil con pedido de secuestro desde Córdoba;El vehículo se hallaba estacionado en el centro desde hacía varios días lo que llamó la atención de la Policía. Al solicitar datos del mismo, obteniendo que registraba pedido de secuestro. El rodado se encontraba sin ocupantes.;https://www.eltribuno.com/policiales/2024-5-15-10-16-0-la-policia-recupero-un-automovil-con-pedido-de-secuestro-desde-cordoba
Policiales;Un hombre intentó secuestrar a una niña en Castañares y fue linchado por los vecinos;El hombre de 35 años de edad fue denunciado por la familia de la menor por abuso sexual simple.;https://www.eltribuno.com/policiales/2024-5-15-9-38-0-un-hombre-intento-secuestrar-a-una-nina-en-castanares-y-fue-linchado-por-los-vecinos
Policiales;General Mosconi: a un hombre de la comunidad wichi lo daban por muerto pero estaba sano y salvo en un casino de Tartagal;Familiares y amigos no tenían noticia de él desde el lunes 6 de mayo\xa0cuando fue a una hacienda a buscar mazorcas. Luego una mujer denunció haber visto un cuerpo en ese lugar. Hoy apareció en una casa de juego de Tartagal.;https://www.eltribuno.com/policiales/2024-5-14-21-15-0-mosconi-un-joven-wichi-fue-dado-por-desaparecido-muerto-y-al-final-aparecio-en-un-casino-de-tartagal
Policiales;Una estudiante se arrojó del piso 11 de una universidad en San Telmo;El caso ocurrió en el edificio de la Universidad Abierta Interamericana. La joven de 18 años fue derivada al Hospital Argerich.;https://www.eltribuno.com/policiales/2024-5-14-17-32-0-una-estudiante-se-arrojo-del-piso-11-de-una-universidad-en-san-telmo
policiales;General Mosconi: a un hombre de la comunidad wichi lo daban por muerto pero estaba sano y salvo en un casino de Tartagal;Familiares y amigos no tenían noticia de él desde el lunes 6 de mayo cuando fue a una hacienda a buscar mazorcas. Luego una mujer denunció haber visto un cuerpo en ese lugar. Hoy apareció en una casa de juego de Tartagal.;https://www.eltribuno.com//policiales/2024-5-14-21-15-0-mosconi-un-joven-wichi-fue-dado-por-desaparecido-muerto-y-al-final-aparecio-en-un-casino-de-tartagal
Policiales;General Mosconi: a un hombre de la comunidad wichi lo daban por muerto pero estaba sano y salvo en un casino de Tartagal;Familiares y amigos no tenían noticia de él desde el lunes 6 de mayo cuando fue a una hacienda a buscar mazorcas. Luego una mujer denunció haber visto un cuerpo en ese lugar. Hoy apareció en una casa de juego de Tartagal.;https://www.eltribuno.com/policiales/2024-5-14-21-15-0-mosconi-un-joven-wichi-fue-dado-por-desaparecido-muerto-y-al-final-aparecio-en-un-casino-de-tartagal
policiales;Cae una red estafadores que operaba desde la cárcel de Jujuy tras engañar a víctimas salteñas: dos mujeres detenidas;Internos del Servicio Penitenciario de esa provincia son acusados de llevar a cabo un ardid telefónico, simulando ser funcionarios de organismos importantes, con el fin de recaudar dinero ilícitamente.;https://www.eltribuno.com/policiales/2024-5-17-20-35-0-cae-una-red-estafadores-que-operaba-desde-la-carcel-de-jujuy-tras-enganar-a-victimas-saltenas-dos-mujeres-detenidas
Policiales;Internaron de gravedad al primer intendente libertario de Córdoba tras haber sufrido un accidente;El jefe comunal se estrelló contra la vegetación luego de haber chocado contra un camión sojero;https://www.infobae.com/sociedad/policiales/2024/05/16/internaron-de-gravedad-al-primer-intendente-libertario-de-cordoba-tras-haber-sufrido-un-accidente/
Policiales;Un hombre fue víctima de una “viuda negra” y su banda en La Plata: “Le regalé un chocolate porque cumplíamos 3 meses”;La mujer se presentó a través de una app de citas como “Sofía”, una joven de 22 años que vivía en Caballito y se dedicaba a hacer pestañas. Así, mantuvo durante meses una mentira para ganarse la confianza de Gastón, la víctima;https://www.infobae.com/sociedad/policiales/2024/05/16/un-hombre-fue-victima-de-una-viuda-negra-y-su-banda-en-la-plata-le-regale-un-chocolate-porque-cumpliamos-3-meses/
Policiales;Detienen a una mujer que dejó abiertas las hornallas de gas para matar a sus tres hijos y suicidarse;Ocurrió en un barrio de Mar del Plata y no terminó en a tragedia por la intervención del padre.Mar del Plata Últimas Noticias;https://www.clarin.com//policiales/detienen-mujer-dejo-abiertas-hornallas-gas-matar-hijos-suicidarse_0_jGrE0aFmnv.html
Policiales;Delincuentes se tirotearon con la Policía en plena General Paz: uno murió y el otro terminó detenido;Habían robado un auto en Flores y escapaban rumbo a zona norte.Antes de llegar a la Panamericana, un patrullero los cruzó y comenzó el enfrentamiento.Avenida General Paz Inseguridad Últimas Noticias;https://www.clarin.com//policiales/delincuentes-tirotearon-policia-plena-general-paz-murio-termino-detenido_0_laW6Ylk9VP.html
Politica;"""No hay atraso cambiario, lo que dicen los economistas está mal"", dijo Milei ante empresarios del Cicyp";"El Presidente arremetió contra quienes reclaman una apreciación del dólar. Además, cargó contra los ""100 años de populismo"".";https://www.eltribuno.com/nacionales/2024-5-15-14-30-0-no-hay-atraso-cambiario-lo-que-dicen-los-economistas-esta-mal-dijo-milei-ante-empresarios-del-cicyp
Politica;"La gestión de Milei. Posse desafía a los piqueteros en su exposición en el Senado: ""El 50% de los comedores no existen""";"El jefe de Gabinete cumple con la obligación constitucional de infomar al Congreso sobre la marcha de la administración; llegó al Palacio Legislativo con una comitiva de más de 50 personas";https://www.lanacion.com.ar/politica/nicolas-posse-expone-en-el-senado-por-primera-vez-en-medio-de-la-discusion-de-la-ley-bases-y-el-nid15052024/
Politica;Ley Bases. Obligado por la falta de votos, el oficialismo vuelve a demorar la firma del dictamen en el Senado;"Las negociaciones entre el Gobierno y la oposición dialoguista avanzan con extrema lentitud; la falta de una definición de los cambios que sufrirán los proyectos dilata los plazos del debate";https://www.lanacion.com.ar/politica/ley-bases-obligado-por-la-falta-de-votos-el-oficialismo-vuelve-a-demorar-la-firma-del-dictamen-en-el-nid14052024/
Politica;LN+. Las críticas de Martín Menem al Senado por la Ley Bases: “Se toman más tiempo del que deberían”;El presidente de la Cámara de Diputados cuestionó a la Cámara que preside la vicepresidenta, Victoria Villarruel, y pidió a los legisladores que “trabajen a toda máquina”;https://www.lanacion.com.ar/politica/las-criticas-de-martin-menem-al-senado-por-la-ley-bases-se-toman-mas-tiempo-del-que-deberian-nid14052024/
Politica;A qué organizaciones piqueteras pertenecían los más de 1200 comedores “inexistentes” que descubrió el Ministerio de Capital Humano;La justicia investiga a los movimientos de Emilio Pérsico, Juan Grabois, Juan Carlos Alderete, Daniel Menéndez y Eduardo Belliboni, entre otros. Varios de ellas recibieron cientos de millones de pesos en subsidios del gobierno anterior;https://www.infobae.com/ultimas-noticias//politica/2024/05/18/a-que-organizaciones-piqueteras-pertenecian-los-mas-de-1200-comedores-inexistentes-que-descubrio-el-ministerio-de-capital-humano/
Politica;El Gobierno misionero acusó a los policías acuartelados de sediciosos y prepara un operativo para liberar la sede del Comando Radioeléctrico;“Han cometido varios delitos”, expresó el ministro de Gobierno misionero, Marcelo Pérez, quien adelantó que se tomarán medidas contra el personal que participa del levantamiento, incluyendo a los retirados;https://www.infobae.com/ultimas-noticias//politica/2024/05/18/el-gobierno-misionero-acuso-a-los-policias-acuartelados-de-sediciosos-y-prepara-un-operativo-para-liberar-la-sede-del-comando-radioelectrico/
Politica;El Gobierno reconoció que hay 3.170 escuelas sin conectividad y una caída del 80% en la ejecución del Conectar Igualdad;Lo dijo el jefe de Gabinete, Nicolás Posse, en su informe de gestión frente a los senadores;https://www.infobae.com/ultimas-noticias//politica/2024/05/18/el-gobierno-reconocio-que-hay-3170-escuelas-sin-conectividad-y-una-caida-del-80-en-la-ejecucion-del-conectar-igualdad/
